user,churn,age,housing,credit_score,deposits,withdrawal,purchases_partners,purchases,cc_taken,cc_recommended,cc_disliked,cc_liked,cc_application_begin,app_downloaded,web_user,app_web_user,ios_user,android_user,registered_phones,payment_type,waiting_4_loan,cancelled_loan,received_loan,rejected_loan,zodiac_sign,left_for_two_month_plus,left_for_one_month,rewards_earned,reward_rate,is_referred
2216,0,39.0,R,433.0,0,0,63,0,0,193,0,0,2,1,1,1,0,1,0,na,0,0,0,0,Aries,0,0,32.0,1.0699999999999998,1
50298,0,44.0,na,540.0,1,1,16,1,0,34,0,0,3,1,0,0,0,1,0,na,0,0,0,0,Sagittarius,0,0,9.0,0.3,1
48818,0,26.0,R,,1,1,68,1,0,103,0,0,19,1,1,1,0,1,0,na,0,0,0,0,Pisces,0,0,21.0,0.72,1
35403,0,28.0,R,,3,1,113,3,0,129,0,0,21,1,0,0,0,1,2,na,0,0,0,0,Pisces,0,0,24.0,0.92,1
46887,0,57.0,R,446.0,0,0,0,0,4,190,0,4,28,1,1,1,1,0,2,na,0,0,0,0,Virgo,0,0,66.0,2.2,0
42253,0,30.0,R,595.0,13,0,89,12,0,257,0,0,44,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,na,0,0,65.0,2.17,0
4211,0,24.0,R,629.0,13,0,78,13,0,209,0,0,24,1,0,0,1,0,0,Semi-Monthly,0,0,0,0,Libra,0,0,44.0,1.47,1
46084,0,35.0,na,465.0,1,0,102,1,0,187,0,0,7,1,1,1,1,0,0,na,0,0,0,0,Scorpio,0,0,42.0,1.4,0
58118,0,27.0,na,522.0,0,0,21,0,0,41,0,0,4,1,0,0,1,0,2,Weekly,0,0,0,0,Cancer,0,0,8.0,0.27,1
24324,0,38.0,na,537.0,0,0,0,0,1,95,0,0,8,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Aries,0,0,45.0,1.5,0
56997,0,31.0,na,540.0,0,0,15,0,0,40,0,0,8,1,1,1,0,1,0,Monthly,0,1,0,0,Virgo,0,0,8.0,0.89,1
38581,0,26.0,na,581.0,0,0,131,0,0,138,0,0,9,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Aries,1,0,41.0,1.37,1
64663,0,30.0,na,568.0,0,0,3,0,0,2,0,0,1,1,0,0,0,1,0,Monthly,0,0,0,0,Aries,0,0,1.0,0.05,0
3746,0,34.0,R,500.0,2,0,243,2,0,260,0,0,40,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Leo,1,0,59.0,1.97,0
9995,0,26.0,na,523.0,1,0,86,1,0,255,0,0,5,1,1,1,0,1,0,Weekly,0,0,0,0,Scorpio,0,0,60.0,2.0,0
26655,0,53.0,O,567.0,0,0,446,0,0,294,0,0,47,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Taurus,1,0,67.0,2.23,1
9451,0,34.0,R,619.0,0,0,0,0,1,125,0,0,15,1,0,0,0,1,0,Semi-Monthly,0,0,0,0,Cancer,0,0,47.0,1.5699999999999998,0
46499,0,23.0,na,646.0,0,0,79,0,0,159,0,0,7,1,0,0,0,1,0,Weekly,0,0,0,0,Pisces,0,0,28.0,0.93,0
25148,0,37.0,R,658.0,7,1,141,7,0,274,0,0,18,1,1,1,1,0,0,Weekly,0,0,0,0,Scorpio,0,0,67.0,2.23,1
11861,0,22.0,na,703.0,2,0,36,2,0,80,0,0,8,1,0,0,1,1,5,Bi-Weekly,0,0,0,0,na,1,0,20.0,0.67,1
42011,0,25.0,R,550.0,0,0,0,0,1,96,0,0,3,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Taurus,0,0,49.0,1.63,0
43876,0,26.0,na,527.0,0,0,80,0,0,155,0,0,3,1,0,0,1,0,0,Monthly,0,0,0,0,Scorpio,1,0,44.0,1.47,1
41318,0,41.0,na,,0,0,39,0,0,77,0,0,2,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,18.0,0.6,1
29729,0,35.0,R,587.0,0,0,48,0,0,111,0,0,4,1,0,0,0,1,2,Bi-Weekly,0,0,0,0,Aquarius,0,0,40.0,1.33,1
1062,0,23.0,R,538.0,0,0,0,0,0,200,3,0,28,1,1,1,0,1,0,Weekly,0,0,0,0,Scorpio,0,0,55.0,1.83,0
50639,0,20.0,na,569.0,0,0,1,0,0,9,0,0,2,1,1,1,0,1,4,Bi-Weekly,0,0,0,0,Aries,1,0,,0.0,0
2368,1,39.0,na,489.0,0,0,5,0,0,199,0,0,12,1,1,1,1,0,0,Weekly,0,0,0,0,Leo,0,0,33.0,1.1,1
66644,0,21.0,R,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Weekly,0,0,0,0,Cancer,1,0,67.0,2.23,0
18518,0,23.0,R,463.0,0,0,45,0,0,71,0,0,10,1,1,1,0,1,2,Bi-Weekly,0,0,0,0,Scorpio,0,0,19.0,0.86,1
21269,0,28.0,R,548.0,0,0,0,0,2,47,1,0,9,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,26.0,0.87,1
35649,0,23.0,R,633.0,0,0,0,0,1,46,0,0,7,1,1,1,1,0,0,Bi-Weekly,0,0,1,0,Taurus,1,0,23.0,0.77,0
57170,0,27.0,R,556.0,0,0,66,0,0,294,0,0,9,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Leo,0,0,67.0,2.23,0
1043,0,21.0,R,553.0,0,0,80,0,0,249,0,0,21,1,0,0,0,1,2,Bi-Weekly,0,0,0,0,Libra,0,0,54.0,1.8,0
34024,0,44.0,O,527.0,38,1,69,38,0,221,0,0,15,1,1,1,0,1,0,Weekly,0,0,0,0,Libra,1,0,61.0,2.03,1
56856,0,59.0,na,598.0,4,1,72,4,0,149,0,0,13,1,0,0,1,0,2,Monthly,0,0,0,0,Libra,0,0,41.0,1.37,1
35860,0,41.0,R,,1,1,3,1,0,1,0,0,0,1,0,0,1,0,0,na,0,0,0,0,na,0,0,1.0,0.0699999999999999,0
14028,0,28.0,R,538.0,46,1,54,45,0,261,0,0,22,1,0,0,0,1,2,Bi-Weekly,0,0,0,0,Pisces,0,0,50.0,1.67,1
31087,0,52.0,na,574.0,0,0,34,0,0,115,0,0,25,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Virgo,0,0,30.0,1.0,1
32466,0,35.0,na,573.0,0,0,2,0,0,5,0,0,0,1,0,0,1,0,0,na,0,0,0,0,Libra,0,0,2.0,0.0699999999999999,0
527,0,28.0,R,501.0,38,5,64,38,0,228,0,0,34,1,1,1,1,0,2,Bi-Weekly,0,0,0,0,Gemini,0,0,49.0,1.63,1
66925,0,23.0,na,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Monthly,0,0,0,0,na,0,0,,0.0,0
34857,1,28.0,na,536.0,0,0,7,0,0,5,0,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,1,0,10.0,1.11,1
68954,0,35.0,na,,1,0,2,1,0,0,0,0,0,1,0,0,0,1,0,na,0,0,0,0,Cancer,0,0,,0.0,0
67490,0,23.0,na,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,,0.0,0
47069,0,35.0,R,,17,2,49,17,0,87,0,0,38,1,1,1,0,1,0,na,0,0,0,0,Aquarius,0,0,17.0,1.0,1
8688,0,24.0,R,520.0,12,0,48,12,0,83,0,0,5,1,1,1,0,1,0,na,0,0,0,0,Taurus,1,0,29.0,0.97,1
34125,0,25.0,R,581.0,25,3,169,24,0,296,0,0,17,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Cancer,1,0,59.0,1.97,1
28126,0,33.0,na,,0,0,0,0,0,193,0,0,0,1,1,1,1,0,0,na,0,0,0,0,Taurus,0,0,61.0,2.03,0
49548,0,61.0,na,638.0,19,3,44,19,0,129,0,0,55,1,0,0,1,1,3,Weekly,0,0,0,0,Virgo,0,0,45.0,1.5,0
51831,0,30.0,na,,0,0,32,0,0,124,0,0,5,1,1,1,1,0,0,Weekly,0,0,0,0,na,0,0,33.0,1.1,0
15573,0,34.0,R,,9,1,46,9,0,127,0,0,3,1,1,1,0,1,0,Bi-Weekly,0,1,0,0,Aquarius,0,0,31.0,1.03,1
17030,0,26.0,na,485.0,0,0,70,0,0,193,0,0,14,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Pisces,1,0,45.0,1.5,0
28866,0,34.0,R,537.0,2,1,70,2,0,111,0,0,10,1,1,1,0,1,0,na,0,0,0,0,Aquarius,0,0,33.0,1.1,1
1368,0,27.0,na,494.0,0,0,101,0,0,129,0,0,4,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,30.0,0.0,1
64283,0,26.0,na,593.0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,Weekly,0,0,0,0,Pisces,0,0,,0.0,0
67287,0,18.0,R,,0,0,2,0,0,4,0,0,0,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Pisces,0,0,1.0,0.33,0
58419,0,35.0,na,,0,0,3,0,0,8,0,0,3,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Taurus,0,0,3.0,0.14,1
44019,0,22.0,na,613.0,3,0,69,3,0,158,0,0,9,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Cancer,0,0,25.0,0.83,0
22064,0,31.0,R,515.0,0,0,3,0,0,230,0,0,11,1,1,1,1,0,2,Bi-Weekly,0,0,0,0,Scorpio,0,0,71.0,2.37,0
50139,0,22.0,na,,0,0,16,0,0,31,0,0,3,1,0,0,0,1,0,Weekly,0,0,0,0,Pisces,0,0,9.0,0.56,1
68532,0,27.0,na,,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,Weekly,0,0,0,0,Libra,0,0,3.0,0.1,0
24058,0,30.0,R,444.0,0,0,0,0,0,266,0,0,18,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Gemini,0,0,65.0,2.17,0
18459,0,29.0,R,614.0,3,1,112,3,0,217,0,0,12,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Cancer,0,0,58.0,1.93,1
43846,0,29.0,R,592.0,1,0,123,1,0,146,0,0,12,1,1,1,1,0,0,Semi-Monthly,0,1,0,0,Scorpio,0,0,32.0,1.0699999999999998,1
24819,0,38.0,na,515.0,26,1,39,26,0,151,0,0,3,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Taurus,0,0,33.0,1.1,0
19365,0,25.0,R,511.0,1,1,63,1,0,153,0,0,9,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Virgo,0,0,24.0,0.8,1
3876,0,36.0,R,523.0,0,0,0,0,0,174,0,0,1,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Pisces,0,0,19.0,0.63,0
62783,0,26.0,R,470.0,6,0,16,5,0,55,0,0,5,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Taurus,0,0,15.0,0.94,1
5903,0,45.0,R,567.0,0,0,110,0,0,244,0,0,50,1,1,1,1,0,0,Semi-Monthly,0,0,0,0,Taurus,0,0,57.0,1.9,0
1380,0,27.0,na,531.0,0,0,7,0,0,32,0,0,4,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,3.0,0.1699999999999999,1
24759,0,19.0,na,556.0,0,0,71,0,0,162,0,0,2,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,40.0,1.33,0
33008,0,21.0,R,486.0,0,0,66,0,0,106,0,0,21,1,0,0,1,1,3,Weekly,0,0,0,0,Leo,0,0,42.0,1.4,1
23043,0,26.0,R,645.0,21,0,166,21,0,277,0,0,15,1,1,1,0,1,0,Weekly,0,0,0,0,Virgo,1,0,66.0,2.2,1
64574,0,21.0,na,,0,0,19,0,0,10,0,0,1,1,0,0,0,1,0,Weekly,0,0,0,0,Libra,1,0,4.0,0.13,0
48941,0,37.0,na,,0,0,41,0,0,122,0,0,1,1,0,0,0,1,0,na,0,0,0,0,Gemini,0,0,33.0,1.1,0
58033,0,24.0,na,,0,0,0,0,0,14,0,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,1,Taurus,0,0,6.0,0.2,0
29037,0,24.0,R,582.0,7,2,61,5,0,171,0,0,8,1,1,1,1,0,0,na,0,0,0,0,Scorpio,0,0,58.0,1.93,1
3203,0,26.0,R,599.0,16,0,74,16,0,155,0,0,17,1,0,0,0,1,0,Semi-Monthly,0,0,0,0,Virgo,1,0,50.0,1.67,1
63009,0,35.0,na,559.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Libra,0,0,,0.0,1
34846,0,32.0,O,617.0,38,3,91,38,0,169,0,0,31,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aries,0,0,40.0,1.33,1
57949,0,27.0,R,552.0,0,0,68,0,0,139,0,0,17,1,1,1,1,1,2,Bi-Weekly,0,0,0,0,Leo,0,0,22.0,0.73,1
35986,0,36.0,R,533.0,0,0,85,0,0,171,0,0,12,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Pisces,1,0,55.0,1.83,1
13974,0,59.0,na,549.0,1,0,148,1,0,279,0,0,14,1,1,1,1,0,0,Semi-Monthly,0,0,0,0,Capricorn,0,0,62.0,2.07,1
33977,0,25.0,R,,0,0,43,0,0,103,0,0,4,1,0,0,0,1,0,Weekly,0,0,0,0,Scorpio,1,0,31.0,1.03,1
27935,0,22.0,R,511.0,45,4,67,44,0,215,0,0,24,1,0,0,0,1,0,Monthly,0,0,0,0,Virgo,1,0,44.0,1.47,1
29026,0,28.0,R,593.0,0,0,0,0,0,227,0,0,23,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Taurus,1,0,61.0,2.03,0
62705,0,50.0,na,,1,0,29,1,0,58,0,0,4,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Gemini,1,0,15.0,0.5,1
20271,0,26.0,O,618.0,0,0,0,0,0,251,0,0,11,1,0,0,0,1,0,na,0,0,0,0,Libra,0,0,74.0,2.47,0
49315,0,29.0,R,515.0,17,1,21,17,0,60,0,0,10,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Pisces,0,0,15.0,0.58,1
42695,0,48.0,R,519.0,4,0,23,4,0,45,0,0,1,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Libra,0,0,21.0,0.7,0
31100,0,30.0,na,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Taurus,0,0,,0.0,0
34802,0,33.0,R,601.0,11,3,27,11,1,238,0,0,27,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Virgo,1,0,61.0,2.03,0
17962,0,35.0,O,551.0,0,0,0,0,1,234,0,0,26,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Pisces,0,0,67.0,2.23,0
19475,0,42.0,R,,1,0,31,1,0,166,0,0,6,1,1,1,0,1,0,na,0,0,0,0,Pisces,0,0,38.0,1.27,0
54604,0,27.0,na,,0,0,0,0,0,36,0,0,0,1,0,0,0,1,0,Semi-Monthly,0,0,0,0,Pisces,0,0,13.0,0.43,0
20480,0,45.0,R,556.0,0,0,0,0,0,96,0,0,16,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Cancer,0,0,36.0,1.2,0
37709,0,25.0,R,502.0,0,0,18,0,0,34,0,0,5,1,1,1,1,0,0,na,0,0,0,0,Scorpio,0,0,11.0,0.46,0
24043,0,19.0,na,,15,9,56,15,0,135,0,0,16,1,1,1,0,1,0,Weekly,0,0,1,0,Leo,1,0,34.0,1.13,0
31027,0,22.0,R,538.0,0,0,61,0,0,99,0,0,4,1,0,0,0,1,2,Bi-Weekly,0,0,0,0,Pisces,0,0,34.0,1.13,0
55431,0,24.0,na,390.0,0,0,14,0,0,28,0,0,4,1,1,1,1,1,4,Monthly,0,0,0,0,na,0,0,7.0,0.23,0
6036,0,35.0,R,563.0,5,1,84,5,0,255,0,0,12,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Cancer,0,0,53.0,1.77,1
47909,0,22.0,na,,0,0,1,0,0,5,0,0,0,1,1,1,0,1,0,Semi-Monthly,0,0,0,0,Libra,0,0,1.0,0.03,0
49402,0,32.0,R,593.0,0,0,0,0,0,250,0,0,10,1,0,0,0,1,0,Bi-Weekly,0,1,1,0,Cancer,0,0,65.0,2.17,0
65917,0,27.0,na,541.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,na,0,0,0,0,Virgo,0,0,,0.0,0
56652,0,20.0,na,609.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Weekly,0,0,0,0,na,0,0,2.0,0.0699999999999999,1
45412,0,39.0,na,,0,0,5,0,0,5,0,0,0,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,2.0,0.0699999999999999,0
37908,0,31.0,na,408.0,1,0,50,1,0,71,0,0,15,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,23.0,0.79,1
27001,0,27.0,na,,0,0,48,0,0,137,0,0,3,1,0,0,0,1,0,na,0,0,0,0,Leo,0,0,37.0,1.23,1
37347,1,51.0,na,515.0,7,0,20,7,0,54,0,0,3,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,16.0,0.53,0
19306,0,46.0,na,540.0,1,0,60,1,0,109,0,0,12,1,1,1,0,1,2,Bi-Weekly,0,0,0,0,Virgo,0,0,41.0,1.37,0
28349,0,35.0,O,548.0,3,0,0,3,1,166,0,0,14,1,0,0,0,1,2,Weekly,0,0,0,0,Leo,0,0,55.0,1.83,0
65963,0,38.0,na,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,,0.0,0
16234,0,36.0,na,594.0,8,1,117,8,0,231,0,0,20,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Leo,0,0,58.0,1.93,0
23802,0,52.0,na,,1,2,50,1,0,120,0,0,1,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Virgo,0,0,41.0,1.37,0
1117,0,29.0,R,546.0,8,1,148,8,0,285,0,0,22,1,0,0,0,1,0,Weekly,0,0,0,0,na,0,0,67.0,2.23,1
41586,0,25.0,na,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bi-Weekly,0,0,0,0,Leo,1,0,,0.0,0
13947,0,27.0,na,471.0,0,0,2,0,0,1,0,0,0,1,0,0,0,1,0,Weekly,0,0,0,0,Sagittarius,0,0,1.0,0.08,1
5235,0,30.0,R,607.0,14,1,96,14,0,200,0,0,18,1,1,1,0,1,0,na,0,0,0,0,na,0,0,59.0,1.97,1
29213,0,31.0,O,544.0,0,0,46,0,0,104,0,0,10,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Libra,0,0,37.0,1.23,1
49342,0,47.0,na,547.0,13,0,161,13,0,287,0,0,11,1,1,1,0,1,0,Weekly,0,0,0,0,Leo,0,0,66.0,2.2,1
15970,0,30.0,R,560.0,1,0,43,1,0,132,0,0,6,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,34.0,1.13,0
53188,0,21.0,R,505.0,0,0,3,0,0,5,0,0,0,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Aquarius,1,0,2.0,0.0699999999999999,0
39045,0,45.0,R,564.0,0,0,76,0,0,269,0,0,8,1,1,1,0,1,0,Monthly,0,0,0,0,Virgo,0,0,61.0,2.03,1
47670,0,24.0,R,670.0,34,0,50,34,0,285,0,0,8,1,1,1,0,1,0,Weekly,0,0,0,0,Aries,0,0,69.0,2.3,0
21497,0,21.0,na,572.0,0,0,7,0,0,21,0,0,4,1,0,0,0,1,0,Weekly,0,0,0,0,Taurus,0,0,6.0,0.55,1
48348,0,41.0,na,557.0,0,0,27,0,0,59,0,0,5,1,1,1,1,0,0,Weekly,0,0,0,0,Taurus,0,0,14.0,0.58,0
59643,0,43.0,na,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Weekly,0,0,0,0,na,0,0,,0.0,0
2028,0,23.0,na,643.0,0,0,8,0,0,15,0,0,0,1,1,1,1,0,0,Weekly,0,0,0,0,Leo,0,0,4.0,0.4400000000000001,0
42718,0,37.0,R,514.0,0,0,0,0,0,301,0,0,48,1,0,0,0,1,0,Weekly,0,0,0,0,Sagittarius,0,0,72.0,2.4,0
18500,0,47.0,na,,1,1,39,1,0,95,0,0,5,1,0,0,0,1,0,Monthly,0,0,0,0,na,0,0,28.0,0.93,1
34835,0,27.0,R,573.0,2,1,91,2,0,158,0,0,12,1,1,1,1,0,0,Weekly,0,0,0,0,Aquarius,0,0,37.0,1.23,1
5655,0,55.0,R,491.0,0,0,0,0,0,204,0,0,4,1,1,1,0,1,0,na,0,0,0,0,Leo,0,0,51.0,1.7,0
25715,0,48.0,R,,0,0,6,0,0,17,0,0,5,1,1,1,1,0,2,na,0,0,0,0,Sagittarius,0,0,4.0,0.24,0
21830,0,19.0,na,554.0,0,0,34,0,0,79,0,0,29,1,0,0,0,1,0,Weekly,0,0,0,0,Scorpio,0,0,20.0,0.67,0
32347,0,31.0,R,621.0,1,0,17,1,0,221,0,0,9,1,0,0,0,1,0,Bi-Weekly,0,0,1,0,Libra,0,0,61.0,2.03,1
51809,0,37.0,R,,0,0,36,0,0,36,0,0,5,1,1,1,0,1,0,Semi-Monthly,0,0,0,0,Gemini,0,0,16.0,0.84,1
49346,0,35.0,na,510.0,0,0,7,0,0,4,0,0,0,1,1,1,0,1,0,Weekly,0,0,0,0,Taurus,0,0,2.0,0.0699999999999999,0
56085,0,24.0,O,575.0,14,3,35,14,0,114,0,0,7,1,1,1,1,0,0,Semi-Monthly,0,1,0,0,Cancer,0,0,21.0,0.91,1
25721,0,39.0,na,673.0,0,0,94,0,0,272,0,0,10,1,0,0,0,1,2,Bi-Weekly,0,0,0,0,Leo,1,0,68.0,2.27,0
25315,0,20.0,R,519.0,14,0,22,14,0,197,0,0,9,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Taurus,0,0,58.0,1.93,0
13367,0,34.0,R,661.0,0,0,16,0,0,19,0,0,1,1,1,1,0,1,0,na,0,0,0,0,Aries,0,0,9.0,0.3,1
46852,0,41.0,na,502.0,7,1,44,7,0,96,0,0,9,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Gemini,0,0,34.0,1.13,0
21709,0,34.0,na,586.0,0,0,37,0,0,112,0,0,6,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,41.0,1.37,0
13953,0,22.0,R,,35,2,82,35,0,204,0,0,26,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,na,0,0,53.0,1.77,1
40649,0,20.0,na,,0,0,5,0,0,11,0,0,1,1,0,0,1,0,0,na,0,0,0,0,Gemini,0,0,3.0,0.1,0
16590,0,25.0,na,,0,0,32,0,0,76,0,0,2,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,1,0,21.0,0.7,0
13723,0,33.0,R,436.0,0,0,128,0,0,231,0,0,13,1,1,1,0,1,0,Semi-Monthly,0,0,0,0,Scorpio,0,0,52.0,1.73,1
43463,0,35.0,na,468.0,0,0,0,0,0,163,0,0,11,1,1,1,0,1,2,Bi-Weekly,0,0,0,0,Virgo,0,0,61.0,2.03,0
35820,0,22.0,O,536.0,1,0,5,1,0,10,0,0,1,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Gemini,1,0,5.0,0.1699999999999999,0
57905,0,26.0,R,531.0,1,0,1,1,0,10,0,0,3,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,3.0,0.1,0
3578,0,44.0,R,,0,0,0,0,2,33,0,0,15,1,1,1,1,0,2,Bi-Weekly,0,0,0,0,na,0,0,16.0,0.53,0
63839,0,17.0,na,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Weekly,0,0,0,0,na,0,0,,0.0,0
61052,0,28.0,na,,0,0,2,0,0,0,0,0,0,1,0,0,1,1,2,Bi-Weekly,0,0,0,0,Aries,0,0,1.0,0.0,0
49842,0,24.0,na,548.0,1,0,75,1,0,193,0,0,7,1,0,0,0,1,0,Weekly,0,0,0,0,Leo,1,0,44.0,1.47,0
32507,0,30.0,R,,0,0,24,0,0,58,0,0,9,1,0,0,0,1,0,na,0,0,0,0,na,0,0,17.0,0.61,1
46608,0,29.0,na,622.0,39,0,45,37,0,178,0,0,12,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Gemini,0,0,37.0,1.23,1
48637,0,31.0,R,488.0,0,0,40,0,0,273,0,0,15,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Pisces,0,0,61.0,2.03,0
42085,0,41.0,O,535.0,64,2,76,62,0,279,0,0,49,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Pisces,0,0,68.0,2.27,1
49972,0,39.0,na,525.0,0,0,29,0,0,93,0,0,16,1,0,0,0,1,0,Semi-Monthly,0,0,0,0,Libra,0,0,19.0,0.83,0
21464,0,46.0,R,606.0,5,0,0,5,0,194,0,0,15,1,1,1,1,0,0,Semi-Monthly,0,0,0,0,na,0,0,68.0,2.27,1
23736,0,29.0,R,556.0,15,1,54,15,0,132,0,0,12,1,0,0,1,0,2,na,0,0,0,0,Pisces,0,0,36.0,1.2,1
30995,0,24.0,R,521.0,8,1,30,7,0,49,0,0,11,1,0,0,1,0,0,na,0,0,0,0,Scorpio,0,0,16.0,0.7,0
55148,0,23.0,R,603.0,0,0,18,0,0,46,0,0,1,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Taurus,0,0,11.0,0.39,0
48918,0,23.0,R,660.0,3,0,30,3,0,62,0,0,6,1,0,0,0,1,0,Weekly,0,0,0,0,na,0,0,19.0,0.63,0
20354,0,24.0,R,559.0,43,0,114,43,0,271,0,0,43,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aries,1,0,55.0,1.83,1
43505,0,35.0,R,568.0,4,1,86,4,0,171,0,0,12,1,1,1,1,0,0,Weekly,0,0,0,0,Leo,0,0,54.0,1.8,1
14288,0,29.0,na,546.0,1,0,10,1,0,25,0,0,0,1,0,0,1,0,0,na,0,0,0,0,Sagittarius,0,0,7.0,0.5,0
10420,0,25.0,na,,0,0,19,0,0,49,0,0,6,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Libra,0,0,11.0,0.85,0
50883,0,36.0,R,574.0,0,0,69,0,0,148,0,0,16,1,1,1,1,0,0,Monthly,0,0,0,0,Pisces,1,0,31.0,1.03,1
29578,0,48.0,R,575.0,0,0,25,0,0,31,0,0,7,1,0,0,0,1,0,Semi-Monthly,0,0,0,0,Aries,0,0,11.0,0.65,0
65899,0,33.0,O,478.0,3,0,4,3,0,6,0,0,4,1,0,0,0,1,0,Semi-Monthly,0,0,0,0,Leo,0,0,1.0,0.33,1
58461,1,27.0,na,,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,Semi-Monthly,0,0,0,0,Taurus,1,0,3.0,0.1,0
40914,0,19.0,na,634.0,0,0,19,0,0,43,0,0,3,1,0,0,0,1,2,Bi-Weekly,0,0,0,0,Taurus,0,0,10.0,0.33,0
63286,0,26.0,na,586.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,Semi-Monthly,0,0,0,0,Capricorn,0,0,1.0,0.03,0
64222,0,19.0,na,,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,Weekly,0,0,0,0,Leo,0,0,,0.0,0
54799,0,30.0,R,538.0,0,0,0,0,0,8,0,0,1,1,0,0,1,1,2,Bi-Weekly,0,0,0,0,Gemini,0,0,16.0,0.53,0
56786,0,25.0,R,672.0,0,0,36,0,0,47,0,0,13,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,10.0,1.0,1
